unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,avsat,admreq6,avact,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6,enrolmnt,genenrl,month,tostucu,tostufrs,tostucg,tostucp,nofall,cdactua,cnactua,cdactga,cdactpa,cdactuf,cnactuf,cdactgf,cdactpf,sumses,sumses_a,sumses_b,sumses_c,sumcntug,sumcntgr,sumcntfp,cdactssu,cnactssu,cdactssg,cdactssp,extdiv,extdiv_a,extdiv_b,extdiv_c,extdiv_d,extcntug,extcntgr,extcntfp,cdactexu,cnactexu,cdactexg,cdactexp
"169600","2","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","1","1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","1","","","","1","1","20","","","1","-1","-1","-1","-1","6084","6084","6084","-1","36","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1804","1804","70195","2401","160","0","0","-1","45471","0","0","0","15751","0","0","0","1","2","1","1","413","","","2532","","","","2","-1","","","","","","","","","",""
"169619","2","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","-1","-1","1","1","-1","1","","","","1","1","20","","","1","-1","-1","-1","-1","4500","4500","4500","-1","36","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"899","899","70195","1240","133","0","0","-1","33084","0","0","0","8292","0","0","0","1","2","1","1","161","","","1244","","","","2","-1","","","","","","","","","",""
"179566","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","-1","1","2","-1","-1","-1","1","1","1","-1","","1","18","-1","-1","-1","-1","1","-1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","15","15","","1","-1","-1","-1","-1","2888","2888","5558","-1","30","","2018","2018","3818","-1","18","","","","","","","","","","","","","","","","","","","","","","","-1","","1","3600","1","20","-1","2430","910","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16439","16439","70195","16733","2659","2939","0","-1","373881","0","24128","0","184398","0","9330","0","1","2","1","1","4839","1415","","22787","","5965","","2","-1","","","","","","","","","",""
"247834","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","1","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","720","930","1980","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10183","10183","90195","17184","687","","","-1","183872","0","","","78695","0","","","1","2","1","1","5751","0","0","28456","","0","0","2","-1","","","","","","","","","",""
"224961","1","1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","1","1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","1","1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","602","602","890","-1","24","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2219","2219","70195","2955","1016","","","-1","32819","0","","","14772","0","","","1","2","1","1","1025","","","5262","113860","","","2","-1","","","","","","","","","",""
"208275","2","1","-1","-1","1","-1","-1","1","1","1","-1","1","1","1","1","-1","1","2","-1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","1","1","-1","1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1467","1467","4347","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3808","3808","70195","6986","639","","","-1","52289","343996","0","0","18087","109886","0","0","1","2","1","1","706","0","0","1522","105900","0","0","2","-1","","","","","","","","","",""
"181303","2","1","-1","-1","1","-1","-1","1","1","1","1","1","1","-1","1","1","1","1","1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1148","1148","1435","-1","45","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10666","10666","70195","24525","1467","","","-1","552825","0","","","85577","0","","","1","2","1","1","6489","","","19467","","","","2","-1","","","","","","","","","",""
"366401","1","1","-1","1","1","-1","-1","1","1","1","1","1","1","1","1","1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","312","312","2928","-1","24","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5347","5317","70195","8121","269","","","-1","70805","60389","","","33067","8817","","","1","2","1","1","1351","","","4663","1008","","","2","-1","","","","","","","","","",""
"227766","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","610","990","2100","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11891","11891","90195","21463","1556","","","-1","228472","0","","","99258","0","","","1","2","1","1","7607","","","39189","","","","2","-1","","","","","","","","","",""
"153533","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","1","1","1","2","-1","-1","-1","1","1","1","-1","","1","","1","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","2108","2108","3860","-1","16","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","206","1","15","-1","1350","1280","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2176","2176","70195","3261","955","","","-1","73980","0","","","25795","0","","","1","2","1","1","935","","","5733","157160","","","2","-1","","","","","","","","","",""
"166647","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","2490","2490","6930","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5252","5252","70195","7603","1644","","","-1","98719","0","","","49510","0","","","1","2","1","1","2462","","","11988","","","","2","-1","","","","","","","","","",""
"126863","1","1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","-1","-1","1","1","1","-1","-1","-1","-1","-1","-1","","-1","","-1","-1","1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1705","1705","7400","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","17","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4502","4636","60195","7958","665","","","-1","78227","0","","","32272","0","","","1","2","1","1","2281","","","12429","","","","2","-1","","","","","","","","","",""
"101505","2","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1350","1350","2475","-1","45","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5548","5548","70195","10139","800","","","-1","296685","0","","","51383","0","","","1","2","1","1","3796","","","29138","","","","2","-1","","","","","","","","","",""
"225432","1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","10","","","1","-1","-1","-1","-1","1866","1866","8286","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7676","7676","90195","10067","815","0","0","-1","166913","0","0","0","75722","0","0","0","1","2","1","1","3048","","","18733","","","","2","-1","","","","","","","","","",""
"227182","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","1","1","-1","1","2","-1","-1","-1","-1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","856","1952","2296","-1","32","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19251","19251","60195","30118","2012","","","-1","421662","0","","","162716","0","","","1","2","1","1","9353","","","48775","","","","2","-1","","","","","","","","","",""
"158884","1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","-1","-1","-1","","1","","1","-1","1","1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","10","","","1","-1","-1","-1","-1","976","976","2070","-1","24","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2104","","70195","3318","219","","","-1","43723","0","","","17748","0","","","1","2","1","1","799","","","3972","","","","2","-1","","","","","","","","","",""
"231536","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","1","1","1","2","-1","-1","-1","1","1","-1","-1","","-1","","-1","-1","1","1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1474","1474","4755","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2638","2638","70195","3901","","","","-1","41886","0","","","19514","0","","","1","2","","","1086","","","6660","","","","2","-1","","","","","","","","","",""
"133508","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1153","1153","4181","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9810","9810","50195","14491","771","","","-1","164999","13515","","","70340","6152","","","1","2","1","1","7711","","","26729","2691","","","2","-1","","","","","","","","","",""
"251260","2","1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","1","-1","-1","-1","1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1437","1437","2637","-1","48","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","288","1","15","-1","750","1200","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4330","4330","60195","7891","970","","","-1","177784","0","","","53273","0","","","1","2","1","1","3528","","","30432","","","","2","-1","","","","","","","","","",""
"224110","1","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","690","900","1200","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","1","105","1","14","-1","650","1370","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4138","4138","70195","6358","302","","","-1","73582","0","","","34259","0","","","1","2","1","1","1727","","","8480","","","","2","-1","","","","","","","","","",""
"207670","1","1","-1","-1","1","-1","-1","1","1","1","1","1","1","1","1","1","1","1","1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","15","","","1","-1","-1","-1","-1","1170","1170","2970","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8378","8378","70195","12941","1631","","","-1","145184","0","","","69795","0","","","1","2","1","1","3495","","","15722","","","","2","-1","","","","","","","","","",""
"219879","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","5","","","1","-1","-1","-1","-1","1075","1075","4147","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3668","3668","70195","4739","558","","","-1","64204","0","","","33067","0","","","1","2","1","1","800","","","4779","","","","2","-1","","","","","","","","","",""
"193645","1","1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","","-1","","-1","-1","-1","-1","1","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","20","35","","1","-1","-1","-1","-1","11000","11000","11000","-1","30","","7296","7296","7296","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","524","1","19","-1","3700","2000","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6762","6762","70195","6506","1869","3373","0","-1","195180","0","21624","0","69390","0","7404","0","1","2","1","1","1970","1784","","12974","295500","","","2","-1","","","","","","","","","",""
"164313","1","1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","1","1","-1","1","2","-1","-1","-1","-1","-1","-1","-1","","-1","","-1","-1","1","-1","-1","1","1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","1244","3044","3500","-1","24","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1981","1981","70195","3080","","","","-1","28801","0","0","0","14029","0","0","0","1","2","1","1","690","0","0","2608","0","0","0","2","-1","","","","","","","","","",""
"198233","2","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","578","578","4536","-1","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3232","3232","70195","5550","1872","","","-1","0","1918501","","","0","512135","","","1","2","1","1","5741","","","","330658","","","2","-1","","","","","","","","","",""
"220057","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","1","-1","-1","2","-1","-1","-1","-1","-1","-1","-1","","-1","17","-1","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","5","","","1","-1","-1","-1","-1","1070","1070","4142","-1","24","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2078","2079","70195","2844","417","","","-1","42945","0","","","20595","0","","","1","2","1","1","490","","","2100","","","","2","-1","","","","","","","","","",""
"135188","1","1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","1","1","1","2","-1","-1","-1","1","-1","-1","-1","","-1","","-1","-1","-1","1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","20","","","1","-1","-1","-1","-1","1167","1167","4348","-1","30","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2584","2562","50895","4402","100","","","-1","40146","4600","","","16401","2320","","","1","2","1","1","1553","","","7045","648","","","2","-1","","","","","","","","","",""
"403478","1","1","-1","-1","1","1","1","1","1","1","-1","1","1","-1","1","-1","1","2","-1","-1","-1","1","-1","1","1","","1","","1","-1","1","-1","1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","10","","","1","-1","-1","-1","-1","992","3939","4919","-1","32","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1127","","70195","1930","249","","","-1","25294","0","","","11705","0","","","1","2","1","1","461","","","2257","","","","2","-1","","","","","","","","","",""
"199625","2","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","1","2","-1","-1","-1","1","1","1","1","","-1","","1","-1","1","1","-1","-1","-1","-1","1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","587","587","4546","-1","48","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"966","966","60795","1635","692","","","-1","0","479986","","","0","144114","","","1","2","1","1","422","","","","47956","","","2","-1","","","","","","","","","",""
"185873","1","1","-1","1","1","-1","-1","1","-1","1","-1","1","1","-1","-1","1","1","2","-1","-1","-1","-1","-1","-1","-1","","-1","","-1","-1","1","1","1","1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","15","","","1","-1","-1","-1","-1","2099","2435","3924","-1","27","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8122","8122","90195","11262","1356","","","-1","151184","0","","","73072","0","","","1","2","","","3098","","","14605","","","","2","-1","","","","","","","","","",""
"207306","1","1","-1","-1","-1","-1","-1","1","1","1","-1","1","1","-1","-1","-1","-1","2","-1","-1","-1","1","1","1","1","870","1","20","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","15","15","","1","-1","-1","-1","-1","1748","1748","4237","-1","32","","1644","1644","3924","-1","24","","","","","","","","","","","","","","","","","","","","","","","-1","","1","850","1","20","-1","700","1392","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1795","1795","60195","2075","212","342","0","-1","41265","0","2538","0","20409","0","816","0","1","2","1","1","425","275","","2254","","840","","2","-1","","","","","","","","","",""
"198367","2","1","-1","-1","1","-1","-1","1","-1","1","-1","1","1","-1","1","1","1","1","1","-1","-1","1","-1","1","-1","","-1","","1","-1","1","1","1","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","584","584","4542","-1","36","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2238","2238","61495","3671","712","","","-1","86328","0","","","20262","0","","","1","1","2","2","1054","","","8016","","","","2","-1","","","","","","","","","",""
"139311","2","1","-1","-1","1","-1","-1","1","-1","1","1","1","1","-1","1","1","1","2","-1","-1","-1","1","-1","1","1","","1","","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","20","","","1","-1","-1","-1","-1","1842","1842","5721","-1","45","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5020","5020","70195","7156","1259","0","0","-1","159053","0","0","0","51168","0","0","0","1","2","1","1","2702","","","21819","","","","2","-1","","","","","","","","","",""
"198206","2","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","-1","-1","2","-1","-1","-1","1","1","1","1","","1","","1","1","1","-1","-1","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","581","581","4540","-1","48","48","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1428","1408","70195","2269","901","","","-1","51056","17066","","","17366","4467","","","1","2","1","1","628","","","5024","","","","2","-1","","","","","","","","","",""
"102322","2","1","-1","-1","1","-1","-1","1","-1","-1","1","1","1","-1","-1","1","1","1","1","-1","-1","1","-1","1","-1","","-1","","-1","-1","-1","-1","1","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","1","20","20","","1","-1","-1","-1","-1","2100","2100","4200","-1","45","","1830","1830","3660","-1","30","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2303","2303","61395","2639","38","1046","0","-1","73545","0","14210","0","20900","0","3574","0","1","2","1","1","315","160","","4725","","2400","","2","-1","","","","","","","","","",""
"107743","1","1","-1","-1","1","-1","-1","1","-1","-1","-1","1","1","-1","-1","-1","1","2","-1","-1","-1","1","-1","1","-1","","1","19","1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","-1","1","1","1","1","1","1","1","1","-1","-1","1","","","","1","2","","","","1","-1","-1","-1","-1","888","1104","3312","-1","12","","","","","-1","0","","","","","","","","","","","","","","","","","","","","","","","-1","","2","","2","","-1","","","-1","","12","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"734","734","70195","1159","132","","","-1","11997","0","","","5432","0","","","1","2","1","1","260","","","1119","","","","2","-1","","","","","","","","","",""
