Geo__geoid_	Geo_qname	Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_PLACESE	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21041950200"	"Census Tract 9502, Carroll County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	41	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502, Carroll County, Kentucky"	""	""	21	3921	822	1526	1384	88	70	31	0
"21041950300"	"Census Tract 9503, Carroll County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	41	.	.	950300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503, Carroll County, Kentucky"	""	""	21	1686	229	716	582	121	36	2	0
"21043960100"	"Census Tract 9601, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9601, Carter County, Kentucky"	""	""	21	2112	756	786	433	103	34	0	0
"21043960200"	"Census Tract 9602, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9602, Carter County, Kentucky"	""	""	21	2753	523	1202	716	189	123	0	0
"21043960300"	"Census Tract 9603, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9603, Carter County, Kentucky"	""	""	21	2473	396	1017	852	87	38	83	0
"21043960400"	"Census Tract 9604, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9604, Carter County, Kentucky"	""	""	21	1195	187	510	201	192	105	0	0
"21043960500"	"Census Tract 9605, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9605, Carter County, Kentucky"	""	""	21	2888	336	1224	774	164	235	59	96
"21043960601"	"Census Tract 9606.01, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960601	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9606.01, Carter County, Kentucky"	""	""	21	877	178	307	252	76	64	0	0
"21043960602"	"Census Tract 9606.02, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960602	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9606.02, Carter County, Kentucky"	""	""	21	2851	614	1226	637	269	91	0	14
"21043960700"	"Census Tract 9607, Carter County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	43	.	.	960700	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9607, Carter County, Kentucky"	""	""	21	3156	762	1040	1015	262	72	5	0
"21045950100"	"Census Tract 9501, Casey County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	45	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501, Casey County, Kentucky"	""	""	21	1165	245	560	225	68	48	19	0
"21045950200"	"Census Tract 9502, Casey County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	45	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502, Casey County, Kentucky"	""	""	21	1327	225	607	269	115	67	10	34
"21045950301"	"Census Tract 9503.01, Casey County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	45	.	.	950301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503.01, Casey County, Kentucky"	""	""	21	1792	381	655	525	142	54	0	35
"21045950302"	"Census Tract 9503.02, Casey County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	45	.	.	950302	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503.02, Casey County, Kentucky"	""	""	21	2831	751	1202	514	186	145	3	30
"21045950400"	"Census Tract 9504, Casey County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	45	.	.	950400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9504, Casey County, Kentucky"	""	""	21	2168	557	808	571	85	134	0	13
"21045950500"	"Census Tract 9505, Casey County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	45	.	.	950500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9505, Casey County, Kentucky"	""	""	21	1727	654	623	366	40	30	14	0
"21047200100"	"Census Tract 2001, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2001, Christian County, Kentucky"	""	""	21	3080	705	938	1034	262	124	10	7
"21047200200"	"Census Tract 2002, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2002, Christian County, Kentucky"	""	""	21	2279	652	755	618	202	36	16	0
"21047200300"	"Census Tract 2003, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2003, Christian County, Kentucky"	""	""	21	1928	401	908	450	153	16	0	0
"21047200400"	"Census Tract 2004, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2004, Christian County, Kentucky"	""	""	21	1748	443	767	366	36	136	0	0
"21047200500"	"Census Tract 2005, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2005, Christian County, Kentucky"	""	""	21	2394	137	562	1124	384	134	53	0
"21047200600"	"Census Tract 2006, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2006, Christian County, Kentucky"	""	""	21	3005	253	580	1439	437	236	38	22
"21047200700"	"Census Tract 2007, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200700	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2007, Christian County, Kentucky"	""	""	21	3868	531	1116	1295	538	316	52	20
"21047200800"	"Census Tract 2008, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2008, Christian County, Kentucky"	""	""	21	1482	175	611	521	138	37	0	0
"21047200901"	"Census Tract 2009.01, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200901	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2009.01, Christian County, Kentucky"	""	""	21	1872	48	616	628	318	148	78	36
"21047200902"	"Census Tract 2009.02, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	200902	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2009.02, Christian County, Kentucky"	""	""	21	2381	221	1069	621	297	116	0	57
"21047201000"	"Census Tract 2010, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201000	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2010, Christian County, Kentucky"	""	""	21	1339	252	570	425	84	4	4	0
"21047201100"	"Census Tract 2011, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2011, Christian County, Kentucky"	""	""	21	2453	361	933	602	351	161	45	0
"21047201200"	"Census Tract 2012, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2012, Christian County, Kentucky"	""	""	21	1621	341	504	619	101	43	0	13
"21047201301"	"Census Tract 2013.01, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2013.01, Christian County, Kentucky"	""	""	21	2076	244	612	696	323	162	28	11
"21047201303"	"Census Tract 2013.03, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201303	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2013.03, Christian County, Kentucky"	""	""	21	2079	259	597	980	210	33	0	0
"21047201304"	"Census Tract 2013.04, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201304	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2013.04, Christian County, Kentucky"	""	""	21	1689	137	451	899	111	85	6	0
"21047201400"	"Census Tract 2014, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2014, Christian County, Kentucky"	""	""	21	1790	330	492	390	358	156	39	25
"21047201501"	"Census Tract 2015.01, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201501	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2015.01, Christian County, Kentucky"	""	""	21	1630	147	374	807	249	53	0	0
"21047201502"	"Census Tract 2015.02, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201502	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2015.02, Christian County, Kentucky"	""	""	21	1319	35	254	738	219	73	0	0
"21047201503"	"Census Tract 2015.03, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	201503	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2015.03, Christian County, Kentucky"	""	""	21	1008	0	269	622	117	0	0	0
"21047980100"	"Census Tract 9801, Christian County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	47	.	.	980100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9801, Christian County, Kentucky"	""	""	21	0	0	0	0	0	0	0	0
"21049020101"	"Census Tract 201.01, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20101	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 201.01, Clark County, Kentucky"	""	""	21	3575	464	1120	1362	388	190	51	0
"21049020103"	"Census Tract 201.03, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20103	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 201.03, Clark County, Kentucky"	""	""	21	2830	174	1059	909	397	261	12	18
"21049020105"	"Census Tract 201.05, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20105	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 201.05, Clark County, Kentucky"	""	""	21	2351	173	560	894	457	206	14	47
"21049020106"	"Census Tract 201.06, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20106	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 201.06, Clark County, Kentucky"	""	""	21	2202	463	889	674	106	64	6	0
"21049020201"	"Census Tract 202.01, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 202.01, Clark County, Kentucky"	""	""	21	2450	383	1177	580	263	29	18	0
"21049020202"	"Census Tract 202.02, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 202.02, Clark County, Kentucky"	""	""	21	2935	370	1467	767	293	38	0	0
"21049020300"	"Census Tract 203, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 203, Clark County, Kentucky"	""	""	21	1585	99	635	509	216	125	1	0
"21049020400"	"Census Tract 204, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 204, Clark County, Kentucky"	""	""	21	2496	160	985	973	182	154	20	22
"21049020500"	"Census Tract 205, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 205, Clark County, Kentucky"	""	""	21	2080	85	530	593	554	194	113	11
"21049020600"	"Census Tract 206, Clark County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	49	.	.	20600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 206, Clark County, Kentucky"	""	""	21	3372	416	1003	1214	405	241	89	4
"21051950100"	"Census Tract 9501, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501, Clay County, Kentucky"	""	""	21	1466	473	570	336	24	45	18	0
"21051950201"	"Census Tract 9502.01, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950201	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502.01, Clay County, Kentucky"	""	""	21	1998	544	894	372	150	38	0	0
"21051950202"	"Census Tract 9502.02, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502.02, Clay County, Kentucky"	""	""	21	1675	422	464	314	158	220	97	0
"21051950301"	"Census Tract 9503.01, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950301	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503.01, Clay County, Kentucky"	""	""	21	2016	472	983	437	53	59	12	0
"21051950302"	"Census Tract 9503.02, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950302	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9503.02, Clay County, Kentucky"	""	""	21	2968	1233	843	552	159	88	63	30
"21051950400"	"Census Tract 9504, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9504, Clay County, Kentucky"	""	""	21	2219	713	832	368	213	32	33	28
"21051950500"	"Census Tract 9505, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9505, Clay County, Kentucky"	""	""	21	1555	505	640	265	90	23	18	14
"21051950600"	"Census Tract 9506, Clay County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	51	.	.	950600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9506, Clay County, Kentucky"	""	""	21	818	296	340	156	19	7	0	0
"21053970100"	"Census Tract 9701, Clinton County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	53	.	.	970100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9701, Clinton County, Kentucky"	""	""	21	2177	491	884	487	161	119	23	12
"21053970202"	"Census Tract 9702.02, Clinton County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	53	.	.	970202	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9702.02, Clinton County, Kentucky"	""	""	21	2382	480	810	698	279	91	14	10
"21053970203"	"Census Tract 9702.03, Clinton County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	53	.	.	970203	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9702.03, Clinton County, Kentucky"	""	""	21	955	221	409	254	24	33	14	0
"21053970204"	"Census Tract 9702.04, Clinton County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	53	.	.	970204	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9702.04, Clinton County, Kentucky"	""	""	21	1181	274	469	291	30	60	0	57
"21055930100"	"Census Tract 9301, Crittenden County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	55	.	.	930100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9301, Crittenden County, Kentucky"	""	""	21	1406	178	532	444	125	99	22	6
"21055930200"	"Census Tract 9302, Crittenden County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	55	.	.	930200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9302, Crittenden County, Kentucky"	""	""	21	2850	417	1308	736	267	74	48	0
"21055930300"	"Census Tract 9303, Crittenden County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	55	.	.	930300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9303, Crittenden County, Kentucky"	""	""	21	1070	122	455	422	42	23	6	0
"21055930400"	"Census Tract 9304, Crittenden County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	55	.	.	930400	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9304, Crittenden County, Kentucky"	""	""	21	1037	189	504	232	87	21	4	0
"21057950100"	"Census Tract 9501, Cumberland County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	57	.	.	950100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9501, Cumberland County, Kentucky"	""	""	21	2771	687	1205	552	239	63	25	0
"21057950200"	"Census Tract 9502, Cumberland County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	57	.	.	950200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9502, Cumberland County, Kentucky"	""	""	21	1580	199	786	337	141	69	48	0
"21059000100"	"Census Tract 1, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 1, Daviess County, Kentucky"	""	""	21	2158	437	952	631	48	80	6	4
"21059000200"	"Census Tract 2, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 2, Daviess County, Kentucky"	""	""	21	2224	471	936	651	73	93	0	0
"21059000300"	"Census Tract 3, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 3, Daviess County, Kentucky"	""	""	21	1150	245	511	237	80	61	9	7
"21059000401"	"Census Tract 4.01, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 4.01, Daviess County, Kentucky"	""	""	21	3096	346	1226	946	438	106	22	12
"21059000402"	"Census Tract 4.02, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 4.02, Daviess County, Kentucky"	""	""	21	1469	195	812	357	45	17	43	0
"21059000500"	"Census Tract 5, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	500	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 5, Daviess County, Kentucky"	""	""	21	1518	188	419	610	239	46	5	11
"21059000600"	"Census Tract 6, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	600	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 6, Daviess County, Kentucky"	""	""	21	3831	142	1181	1324	853	246	44	41
"21059000700"	"Census Tract 7, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	700	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 7, Daviess County, Kentucky"	""	""	21	3170	147	668	788	1010	482	59	16
"21059000800"	"Census Tract 8, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	800	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 8, Daviess County, Kentucky"	""	""	21	2623	168	1075	790	383	200	7	0
"21059000900"	"Census Tract 9, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	900	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 9, Daviess County, Kentucky"	""	""	21	3973	335	1417	1146	767	273	18	17
"21059001000"	"Census Tract 10, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	1000	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 10, Daviess County, Kentucky"	""	""	21	2234	247	1020	642	183	107	24	11
"21059001100"	"Census Tract 11, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	1100	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 11, Daviess County, Kentucky"	""	""	21	1402	13	264	539	317	194	39	36
"21059001200"	"Census Tract 12, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	1200	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 12, Daviess County, Kentucky"	""	""	21	2229	100	654	906	307	207	11	44
"21059001300"	"Census Tract 13, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	1300	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 13, Daviess County, Kentucky"	""	""	21	4072	498	1281	1416	477	312	47	41
"21059001401"	"Census Tract 14.01, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	1401	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 14.01, Daviess County, Kentucky"	""	""	21	4246	427	1570	1604	462	158	8	17
"21059001402"	"Census Tract 14.02, Daviess County, Kentucky"	"ACSSF"	"KY"	140	0	.	.	.	21	59	.	.	1402	.	.	.	.	""	.	.	.	.	.	.	.	.	.	.	.	""	""	""	.	.	.	.	.	.	.	.	.	"Census Tract 14.02, Daviess County, Kentucky"	""	""	21	3767	540	1207	1154	529	265	60	12
