Geo__geoid_	Geo__geo_level_	Geo_NAME	Geo_qname	Geo_AREALAND	Geo_AREAWATER	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008
"21169960200"	"SL140"	"Census Tract 9602, Metcalfe County, Kentucky"	"Census Tract 9602, Metcalfe County, Kentucky"	204335447	602958	1878	213	911	541	151	62	0	0
"21169960300"	"SL140"	"Census Tract 9603, Metcalfe County, Kentucky"	"Census Tract 9603, Metcalfe County, Kentucky"	336131407	956587	3770	574	1586	1117	221	235	37	0
"21171930100"	"SL140"	"Census Tract 9301, Monroe County, Kentucky"	"Census Tract 9301, Monroe County, Kentucky"	198321252	453034	1317	133	642	302	87	114	36	3
"21171930200"	"SL140"	"Census Tract 9302, Monroe County, Kentucky"	"Census Tract 9302, Monroe County, Kentucky"	203526602	1467646	1472	171	701	341	121	108	17	13
"21171930300"	"SL140"	"Census Tract 9303, Monroe County, Kentucky"	"Census Tract 9303, Monroe County, Kentucky"	108789411	839140	1819	308	910	282	75	134	95	15
"21171930400"	"SL140"	"Census Tract 9304, Monroe County, Kentucky"	"Census Tract 9304, Monroe County, Kentucky"	342698457	3927087	3107	508	1298	883	261	132	0	25
"21173920100"	"SL140"	"Census Tract 9201, Montgomery County, Kentucky"	"Census Tract 9201, Montgomery County, Kentucky"	147510938	875189	2608	301	1055	784	246	178	9	35
"21173920201"	"SL140"	"Census Tract 9202.01, Montgomery County, Kentucky"	"Census Tract 9202.01, Montgomery County, Kentucky"	8906733	45038	2447	161	784	1065	322	115	0	0
"21173920202"	"SL140"	"Census Tract 9202.02, Montgomery County, Kentucky"	"Census Tract 9202.02, Montgomery County, Kentucky"	79506767	1273628	3022	299	1153	794	432	210	107	27
"21173920301"	"SL140"	"Census Tract 9203.01, Montgomery County, Kentucky"	"Census Tract 9203.01, Montgomery County, Kentucky"	23466678	84392	1842	213	576	558	280	156	28	31
"21173920302"	"SL140"	"Census Tract 9203.02, Montgomery County, Kentucky"	"Census Tract 9203.02, Montgomery County, Kentucky"	50739500	279987	4880	804	2051	783	824	286	129	3
"21173920400"	"SL140"	"Census Tract 9204, Montgomery County, Kentucky"	"Census Tract 9204, Montgomery County, Kentucky"	129559740	660877	2854	622	1017	785	179	212	25	14
"21173920500"	"SL140"	"Census Tract 9205, Montgomery County, Kentucky"	"Census Tract 9205, Montgomery County, Kentucky"	71511693	567688	1763	223	680	644	142	65	9	0
"21175950100"	"SL140"	"Census Tract 9501, Morgan County, Kentucky"	"Census Tract 9501, Morgan County, Kentucky"	286000989	1224570	1955	525	594	344	250	185	57	0
"21175950200"	"SL140"	"Census Tract 9502, Morgan County, Kentucky"	"Census Tract 9502, Morgan County, Kentucky"	226144004	3550868	1573	327	453	429	178	110	72	4
"21175950300"	"SL140"	"Census Tract 9503, Morgan County, Kentucky"	"Census Tract 9503, Morgan County, Kentucky"	192923372	1097793	1597	210	683	414	136	137	0	17
"21175950400"	"SL140"	"Census Tract 9504, Morgan County, Kentucky"	"Census Tract 9504, Morgan County, Kentucky"	123064063	972078	3872	674	1608	1007	313	206	26	38
"21175950500"	"SL140"	"Census Tract 9505, Morgan County, Kentucky"	"Census Tract 9505, Morgan County, Kentucky"	158921302	105154	1324	231	571	317	128	66	11	0
"21177960100"	"SL140"	"Census Tract 9601, Muhlenberg County, Kentucky"	"Census Tract 9601, Muhlenberg County, Kentucky"	113952753	4885837	805	330	296	142	27	0	10	0
"21177960201"	"SL140"	"Census Tract 9602.01, Muhlenberg County, Kentucky"	"Census Tract 9602.01, Muhlenberg County, Kentucky"	13354643	1306538	2873	508	1082	1115	79	70	19	0
"21177960202"	"SL140"	"Census Tract 9602.02, Muhlenberg County, Kentucky"	"Census Tract 9602.02, Muhlenberg County, Kentucky"	86574977	2732090	2124	220	1057	682	97	45	23	0
"21177960300"	"SL140"	"Census Tract 9603, Muhlenberg County, Kentucky"	"Census Tract 9603, Muhlenberg County, Kentucky"	149083869	3871241	2785	454	1223	905	183	5	15	0
"21177960400"	"SL140"	"Census Tract 9604, Muhlenberg County, Kentucky"	"Census Tract 9604, Muhlenberg County, Kentucky"	231823336	5047978	3293	707	1529	496	165	365	31	0
"21177960500"	"SL140"	"Census Tract 9605, Muhlenberg County, Kentucky"	"Census Tract 9605, Muhlenberg County, Kentucky"	25958910	627896	2509	322	825	720	459	101	24	58
"21177960600"	"SL140"	"Census Tract 9606, Muhlenberg County, Kentucky"	"Census Tract 9606, Muhlenberg County, Kentucky"	65024763	815621	2526	210	744	732	402	273	100	65
"21177960700"	"SL140"	"Census Tract 9607, Muhlenberg County, Kentucky"	"Census Tract 9607, Muhlenberg County, Kentucky"	151873447	7112712	2423	453	1021	793	49	106	0	1
"21177960800"	"SL140"	"Census Tract 9608, Muhlenberg County, Kentucky"	"Census Tract 9608, Muhlenberg County, Kentucky"	170558473	2843535	1385	124	522	411	177	97	29	25
"21177960900"	"SL140"	"Census Tract 9609, Muhlenberg County, Kentucky"	"Census Tract 9609, Muhlenberg County, Kentucky"	202045533	2145853	1170	103	510	447	70	40	0	0
"21179930100"	"SL140"	"Census Tract 9301, Nelson County, Kentucky"	"Census Tract 9301, Nelson County, Kentucky"	193259235	2424932	2712	188	1087	846	399	139	53	0
"21179930201"	"SL140"	"Census Tract 9302.01, Nelson County, Kentucky"	"Census Tract 9302.01, Nelson County, Kentucky"	111284578	1380484	4718	293	1413	1717	684	450	125	36
"21179930202"	"SL140"	"Census Tract 9302.02, Nelson County, Kentucky"	"Census Tract 9302.02, Nelson County, Kentucky"	85214494	1131077	1656	93	631	568	194	164	4	2
"21179930301"	"SL140"	"Census Tract 9303.01, Nelson County, Kentucky"	"Census Tract 9303.01, Nelson County, Kentucky"	55295816	898933	3683	401	1325	624	671	489	150	23
"21179930303"	"SL140"	"Census Tract 9303.03, Nelson County, Kentucky"	"Census Tract 9303.03, Nelson County, Kentucky"	6452352	78906	2368	269	868	784	328	64	26	29
"21179930304"	"SL140"	"Census Tract 9303.04, Nelson County, Kentucky"	"Census Tract 9303.04, Nelson County, Kentucky"	14999815	113529	4652	427	2160	1173	530	328	25	9
"21179930305"	"SL140"	"Census Tract 9303.05, Nelson County, Kentucky"	"Census Tract 9303.05, Nelson County, Kentucky"	34058651	381206	1170	75	407	394	149	145	0	0
"21179930400"	"SL140"	"Census Tract 9304, Nelson County, Kentucky"	"Census Tract 9304, Nelson County, Kentucky"	35314160	579770	2697	157	954	760	473	248	86	19
"21179930500"	"SL140"	"Census Tract 9305, Nelson County, Kentucky"	"Census Tract 9305, Nelson County, Kentucky"	170274902	2171038	4485	217	1529	1863	511	330	12	23
"21179930600"	"SL140"	"Census Tract 9306, Nelson County, Kentucky"	"Census Tract 9306, Nelson County, Kentucky"	199296919	2777312	2400	206	1059	578	515	11	8	23
"21179930700"	"SL140"	"Census Tract 9307, Nelson County, Kentucky"	"Census Tract 9307, Nelson County, Kentucky"	178940627	2023693	2408	209	1069	759	272	85	0	14
"21181960100"	"SL140"	"Census Tract 9601, Nicholas County, Kentucky"	"Census Tract 9601, Nicholas County, Kentucky"	231801971	1721155	1438	197	621	452	68	85	9	6
"21181960200"	"SL140"	"Census Tract 9602, Nicholas County, Kentucky"	"Census Tract 9602, Nicholas County, Kentucky"	274037888	2215521	3746	441	1735	1229	200	126	12	3
"21183920100"	"SL140"	"Census Tract 9201, Ohio County, Kentucky"	"Census Tract 9201, Ohio County, Kentucky"	333571873	1959344	1996	121	1064	463	268	80	0	0
"21183920200"	"SL140"	"Census Tract 9202, Ohio County, Kentucky"	"Census Tract 9202, Ohio County, Kentucky"	212352646	1617141	2677	277	1250	798	197	146	9	0
"21183920300"	"SL140"	"Census Tract 9203, Ohio County, Kentucky"	"Census Tract 9203, Ohio County, Kentucky"	173677031	1958717	2640	407	916	894	213	170	40	0
"21183920400"	"SL140"	"Census Tract 9204, Ohio County, Kentucky"	"Census Tract 9204, Ohio County, Kentucky"	205116258	1169309	1592	635	541	334	56	11	15	0
"21183920501"	"SL140"	"Census Tract 9205.01, Ohio County, Kentucky"	"Census Tract 9205.01, Ohio County, Kentucky"	35623058	533914	2475	381	621	986	188	279	20	0
"21183920502"	"SL140"	"Census Tract 9205.02, Ohio County, Kentucky"	"Census Tract 9205.02, Ohio County, Kentucky"	209350260	2698377	2579	486	860	1028	158	47	0	0
"21183920600"	"SL140"	"Census Tract 9206, Ohio County, Kentucky"	"Census Tract 9206, Ohio County, Kentucky"	141850598	8656207	1255	212	481	390	125	41	2	4
"21183920700"	"SL140"	"Census Tract 9207, Ohio County, Kentucky"	"Census Tract 9207, Ohio County, Kentucky"	209027393	5059958	1003	56	383	385	144	32	3	0
"21185030100"	"SL140"	"Census Tract 301, Oldham County, Kentucky"	"Census Tract 301, Oldham County, Kentucky"	104761795	7367251	1700	112	511	515	318	204	40	0
"21185030200"	"SL140"	"Census Tract 302, Oldham County, Kentucky"	"Census Tract 302, Oldham County, Kentucky"	16920931	416213	4155	929	1306	1335	394	133	27	31
"21185030301"	"SL140"	"Census Tract 303.01, Oldham County, Kentucky"	"Census Tract 303.01, Oldham County, Kentucky"	20129763	195516	2633	148	773	794	462	353	59	44
"21185030302"	"SL140"	"Census Tract 303.02, Oldham County, Kentucky"	"Census Tract 303.02, Oldham County, Kentucky"	20499884	268736	3262	280	801	1138	715	260	15	53
"21185030401"	"SL140"	"Census Tract 304.01, Oldham County, Kentucky"	"Census Tract 304.01, Oldham County, Kentucky"	43184103	509579	5132	224	1298	1586	1238	574	184	28
"21185030402"	"SL140"	"Census Tract 304.02, Oldham County, Kentucky"	"Census Tract 304.02, Oldham County, Kentucky"	45557351	701669	2343	80	465	880	520	330	38	30
"21185030501"	"SL140"	"Census Tract 305.01, Oldham County, Kentucky"	"Census Tract 305.01, Oldham County, Kentucky"	11089820	271223	2978	169	648	801	755	434	101	70
"21185030502"	"SL140"	"Census Tract 305.02, Oldham County, Kentucky"	"Census Tract 305.02, Oldham County, Kentucky"	27777026	552841	3555	69	710	938	977	703	137	21
"21185030601"	"SL140"	"Census Tract 306.01, Oldham County, Kentucky"	"Census Tract 306.01, Oldham County, Kentucky"	15468987	83770	4666	166	809	1166	1304	881	224	116
"21185030602"	"SL140"	"Census Tract 306.02, Oldham County, Kentucky"	"Census Tract 306.02, Oldham County, Kentucky"	22050656	280956	3773	131	693	1236	1077	519	75	42
"21185030701"	"SL140"	"Census Tract 307.01, Oldham County, Kentucky"	"Census Tract 307.01, Oldham County, Kentucky"	30838490	470277	1842	74	64	317	840	282	184	81
"21185030703"	"SL140"	"Census Tract 307.03, Oldham County, Kentucky"	"Census Tract 307.03, Oldham County, Kentucky"	51726975	628258	2591	10	339	571	939	523	93	116
"21185030704"	"SL140"	"Census Tract 307.04, Oldham County, Kentucky"	"Census Tract 307.04, Oldham County, Kentucky"	26310686	263310	1741	48	182	347	519	381	216	48
"21185030801"	"SL140"	"Census Tract 308.01, Oldham County, Kentucky"	"Census Tract 308.01, Oldham County, Kentucky"	13937663	3677182	2961	57	251	627	1083	565	218	160
"21185030802"	"SL140"	"Census Tract 308.02, Oldham County, Kentucky"	"Census Tract 308.02, Oldham County, Kentucky"	34835073	7753581	3029	53	401	789	1089	519	120	58
"21187970100"	"SL140"	"Census Tract 9701, Owen County, Kentucky"	"Census Tract 9701, Owen County, Kentucky"	268633832	3124922	2066	310	991	471	215	79	0	0
"21187970201"	"SL140"	"Census Tract 9702.01, Owen County, Kentucky"	"Census Tract 9702.01, Owen County, Kentucky"	158096288	3171957	1636	69	859	443	165	58	37	5
"21187970202"	"SL140"	"Census Tract 9702.02, Owen County, Kentucky"	"Census Tract 9702.02, Owen County, Kentucky"	156300388	1455834	2190	237	926	518	400	100	0	9
"21187970300"	"SL140"	"Census Tract 9703, Owen County, Kentucky"	"Census Tract 9703, Owen County, Kentucky"	324727213	1983057	2006	449	756	425	249	51	54	22
"21189930100"	"SL140"	"Census Tract 9301, Owsley County, Kentucky"	"Census Tract 9301, Owsley County, Kentucky"	117636417	693300	1721	458	838	330	80	15	0	0
"21189930200"	"SL140"	"Census Tract 9302, Owsley County, Kentucky"	"Census Tract 9302, Owsley County, Kentucky"	393632383	1606685	1242	418	432	276	69	35	12	0
"21191930101"	"SL140"	"Census Tract 9301.01, Pendleton County, Kentucky"	"Census Tract 9301.01, Pendleton County, Kentucky"	137110506	3606049	2363	190	1028	599	400	136	0	10
"21191930102"	"SL140"	"Census Tract 9301.02, Pendleton County, Kentucky"	"Census Tract 9301.02, Pendleton County, Kentucky"	154397919	1858968	2360	288	1043	566	319	128	16	0
"21191930200"	"SL140"	"Census Tract 9302, Pendleton County, Kentucky"	"Census Tract 9302, Pendleton County, Kentucky"	194615188	2353069	2107	328	974	603	111	67	24	0
"21191930300"	"SL140"	"Census Tract 9303, Pendleton County, Kentucky"	"Census Tract 9303, Pendleton County, Kentucky"	231686627	4514769	3362	760	1217	1030	283	66	6	0
"21193970300"	"SL140"	"Census Tract 9703, Perry County, Kentucky"	"Census Tract 9703, Perry County, Kentucky"	117348041	1079776	2243	429	914	533	235	95	7	30
"21193970400"	"SL140"	"Census Tract 9704, Perry County, Kentucky"	"Census Tract 9704, Perry County, Kentucky"	62594968	266950	2923	589	858	1025	253	110	10	78
"21193970501"	"SL140"	"Census Tract 9705.01, Perry County, Kentucky"	"Census Tract 9705.01, Perry County, Kentucky"	84987395	347560	1997	400	793	578	129	83	14	0
"21193970502"	"SL140"	"Census Tract 9705.02, Perry County, Kentucky"	"Census Tract 9705.02, Perry County, Kentucky"	33288763	274101	1733	385	492	238	174	219	225	0
"21193970601"	"SL140"	"Census Tract 9706.01, Perry County, Kentucky"	"Census Tract 9706.01, Perry County, Kentucky"	32465943	296492	1423	345	590	405	19	47	17	0
"21193970602"	"SL140"	"Census Tract 9706.02, Perry County, Kentucky"	"Census Tract 9706.02, Perry County, Kentucky"	3252514	84289	1731	380	476	585	113	129	48	0
"21193970700"	"SL140"	"Census Tract 9707, Perry County, Kentucky"	"Census Tract 9707, Perry County, Kentucky"	47247536	246181	1412	205	481	351	67	260	48	0
"21193970800"	"SL140"	"Census Tract 9708, Perry County, Kentucky"	"Census Tract 9708, Perry County, Kentucky"	127768693	779356	1653	212	832	464	41	60	44	0
"21193970900"	"SL140"	"Census Tract 9709, Perry County, Kentucky"	"Census Tract 9709, Perry County, Kentucky"	140518514	556379	1028	242	470	308	0	7	0	1
"21193971000"	"SL140"	"Census Tract 9710, Perry County, Kentucky"	"Census Tract 9710, Perry County, Kentucky"	230407963	3542835	3108	582	1173	1076	152	74	16	35
"21195930100"	"SL140"	"Census Tract 9301, Pike County, Kentucky"	"Census Tract 9301, Pike County, Kentucky"	219698020	0	2082	378	913	578	141	47	25	0
"21195930201"	"SL140"	"Census Tract 9302.01, Pike County, Kentucky"	"Census Tract 9302.01, Pike County, Kentucky"	33868925	321646	2420	162	577	832	403	242	147	57
"21195930202"	"SL140"	"Census Tract 9302.02, Pike County, Kentucky"	"Census Tract 9302.02, Pike County, Kentucky"	94826537	242623	2224	348	868	564	227	145	51	21
"21195930301"	"SL140"	"Census Tract 9303.01, Pike County, Kentucky"	"Census Tract 9303.01, Pike County, Kentucky"	1196456	0	1381	250	219	364	395	94	30	29
"21195930302"	"SL140"	"Census Tract 9303.02, Pike County, Kentucky"	"Census Tract 9303.02, Pike County, Kentucky"	1931025	52552	1240	204	349	404	102	83	0	98
"21195930400"	"SL140"	"Census Tract 9304, Pike County, Kentucky"	"Census Tract 9304, Pike County, Kentucky"	48162171	283759	2300	258	532	705	476	251	70	8
"21195930500"	"SL140"	"Census Tract 9305, Pike County, Kentucky"	"Census Tract 9305, Pike County, Kentucky"	56668231	235592	1765	248	402	506	263	322	14	10
"21195930600"	"SL140"	"Census Tract 9306, Pike County, Kentucky"	"Census Tract 9306, Pike County, Kentucky"	89704093	0	2757	530	867	978	193	160	29	0
"21195930700"	"SL140"	"Census Tract 9307, Pike County, Kentucky"	"Census Tract 9307, Pike County, Kentucky"	95501522	0	1543	415	604	351	48	92	33	0
"21195930800"	"SL140"	"Census Tract 9308, Pike County, Kentucky"	"Census Tract 9308, Pike County, Kentucky"	91922236	0	1687	491	575	407	106	84	24	0
"21195930900"	"SL140"	"Census Tract 9309, Pike County, Kentucky"	"Census Tract 9309, Pike County, Kentucky"	70224338	24117	1133	195	532	290	96	20	0	0
"21195931000"	"SL140"	"Census Tract 9310, Pike County, Kentucky"	"Census Tract 9310, Pike County, Kentucky"	70345488	0	1365	311	644	384	18	8	0	0
"21195931101"	"SL140"	"Census Tract 9311.01, Pike County, Kentucky"	"Census Tract 9311.01, Pike County, Kentucky"	61621096	1809630	1297	240	421	482	108	42	4	0
"21195931102"	"SL140"	"Census Tract 9311.02, Pike County, Kentucky"	"Census Tract 9311.02, Pike County, Kentucky"	57140108	138392	1413	170	797	283	109	35	10	9
"21195931200"	"SL140"	"Census Tract 9312, Pike County, Kentucky"	"Census Tract 9312, Pike County, Kentucky"	158111658	0	2793	330	1166	905	239	147	6	0
"21195931300"	"SL140"	"Census Tract 9313, Pike County, Kentucky"	"Census Tract 9313, Pike County, Kentucky"	134608214	1687	1717	239	778	484	163	53	0	0
"21195931400"	"SL140"	"Census Tract 9314, Pike County, Kentucky"	"Census Tract 9314, Pike County, Kentucky"	48589197	0	1568	273	565	475	112	78	58	7
"21195931500"	"SL140"	"Census Tract 9315, Pike County, Kentucky"	"Census Tract 9315, Pike County, Kentucky"	97107283	0	2505	228	1357	623	178	79	40	0
"21195931600"	"SL140"	"Census Tract 9316, Pike County, Kentucky"	"Census Tract 9316, Pike County, Kentucky"	68228358	0	1080	264	524	191	73	28	0	0
"21195931700"	"SL140"	"Census Tract 9317, Pike County, Kentucky"	"Census Tract 9317, Pike County, Kentucky"	195473025	261	2209	698	849	289	129	102	73	69
"21195931800"	"SL140"	"Census Tract 9318, Pike County, Kentucky"	"Census Tract 9318, Pike County, Kentucky"	221171830	2950316	2346	647	924	531	147	44	31	22
"21195931900"	"SL140"	"Census Tract 9319, Pike County, Kentucky"	"Census Tract 9319, Pike County, Kentucky"	120205823	12443	1891	244	833	426	249	132	7	0
"21197970101"	"SL140"	"Census Tract 9701.01, Powell County, Kentucky"	"Census Tract 9701.01, Powell County, Kentucky"	148675346	440938	1162	210	497	259	75	105	0	16
"21197970102"	"SL140"	"Census Tract 9701.02, Powell County, Kentucky"	"Census Tract 9701.02, Powell County, Kentucky"	143077000	920880	3448	516	1633	770	394	109	15	11
"21197970201"	"SL140"	"Census Tract 9702.01, Powell County, Kentucky"	"Census Tract 9702.01, Powell County, Kentucky"	60114389	848222	2206	623	849	486	145	70	29	4
"21197970202"	"SL140"	"Census Tract 9702.02, Powell County, Kentucky"	"Census Tract 9702.02, Powell County, Kentucky"	111642229	793127	1991	235	959	556	108	133	0	0
"21199930101"	"SL140"	"Census Tract 9301.01, Pulaski County, Kentucky"	"Census Tract 9301.01, Pulaski County, Kentucky"	112998590	533878	1873	309	962	382	121	44	0	55
"21199930102"	"SL140"	"Census Tract 9301.02, Pulaski County, Kentucky"	"Census Tract 9301.02, Pulaski County, Kentucky"	153504844	866697	2185	337	972	402	295	135	22	22
"21199930200"	"SL140"	"Census Tract 9302, Pulaski County, Kentucky"	"Census Tract 9302, Pulaski County, Kentucky"	144283028	584901	3686	445	1551	1246	315	104	13	12
"21199930301"	"SL140"	"Census Tract 9303.01, Pulaski County, Kentucky"	"Census Tract 9303.01, Pulaski County, Kentucky"	202315478	3080637	1840	233	581	685	196	106	15	24
"21199930302"	"SL140"	"Census Tract 9303.02, Pulaski County, Kentucky"	"Census Tract 9303.02, Pulaski County, Kentucky"	123481669	9892211	2124	320	788	701	128	129	58	0
"21199930401"	"SL140"	"Census Tract 9304.01, Pulaski County, Kentucky"	"Census Tract 9304.01, Pulaski County, Kentucky"	39059551	1265382	2728	457	833	1060	187	144	47	0
"21199930403"	"SL140"	"Census Tract 9304.03, Pulaski County, Kentucky"	"Census Tract 9304.03, Pulaski County, Kentucky"	20718971	117307	1911	109	809	664	166	107	23	33
"21199930404"	"SL140"	"Census Tract 9304.04, Pulaski County, Kentucky"	"Census Tract 9304.04, Pulaski County, Kentucky"	52697936	203925	2571	180	802	933	248	222	165	21
"21199930503"	"SL140"	"Census Tract 9305.03, Pulaski County, Kentucky"	"Census Tract 9305.03, Pulaski County, Kentucky"	18997197	4879967	2627	206	706	521	557	541	77	19
"21199930504"	"SL140"	"Census Tract 9305.04, Pulaski County, Kentucky"	"Census Tract 9305.04, Pulaski County, Kentucky"	12420664	2040721	2392	135	839	968	295	127	28	0
"21199930505"	"SL140"	"Census Tract 9305.05, Pulaski County, Kentucky"	"Census Tract 9305.05, Pulaski County, Kentucky"	23165684	2012573	2718	428	829	939	207	208	51	56
"21199930506"	"SL140"	"Census Tract 9305.06, Pulaski County, Kentucky"	"Census Tract 9305.06, Pulaski County, Kentucky"	6483236	16173	2228	502	959	433	240	73	11	10
"21199930600"	"SL140"	"Census Tract 9306, Pulaski County, Kentucky"	"Census Tract 9306, Pulaski County, Kentucky"	19234682	35111	2980	518	895	1053	159	309	41	5
"21199930700"	"SL140"	"Census Tract 9307, Pulaski County, Kentucky"	"Census Tract 9307, Pulaski County, Kentucky"	8816939	5117	3266	423	965	932	662	226	28	30
"21199930801"	"SL140"	"Census Tract 9308.01, Pulaski County, Kentucky"	"Census Tract 9308.01, Pulaski County, Kentucky"	9344606	325353	2270	208	945	813	241	54	9	0
"21199930802"	"SL140"	"Census Tract 9308.02, Pulaski County, Kentucky"	"Census Tract 9308.02, Pulaski County, Kentucky"	105510802	4294714	1943	430	701	520	230	57	0	5
"21199930900"	"SL140"	"Census Tract 9309, Pulaski County, Kentucky"	"Census Tract 9309, Pulaski County, Kentucky"	263966733	1591325	1820	353	821	528	83	35	0	0
"21199931000"	"SL140"	"Census Tract 9310, Pulaski County, Kentucky"	"Census Tract 9310, Pulaski County, Kentucky"	215970585	4301973	1193	179	588	311	88	14	7	6
"21199931101"	"SL140"	"Census Tract 9311.01, Pulaski County, Kentucky"	"Census Tract 9311.01, Pulaski County, Kentucky"	43999973	5379907	2231	263	1016	634	230	88	0	0
"21199931103"	"SL140"	"Census Tract 9311.03, Pulaski County, Kentucky"	"Census Tract 9311.03, Pulaski County, Kentucky"	96777731	4258015	1016	133	410	360	87	26	0	0
"21199931104"	"SL140"	"Census Tract 9311.04, Pulaski County, Kentucky"	"Census Tract 9311.04, Pulaski County, Kentucky"	30720964	3665462	968	224	475	212	25	9	23	0
"21201970100"	"SL140"	"Census Tract 9701, Robertson County, Kentucky"	"Census Tract 9701, Robertson County, Kentucky"	257938637	1333016	1575	291	644	423	127	59	26	5
"21203950100"	"SL140"	"Census Tract 9501, Rockcastle County, Kentucky"	"Census Tract 9501, Rockcastle County, Kentucky"	173584874	147774	2289	503	974	634	73	27	50	28
"21203950201"	"SL140"	"Census Tract 9502.01, Rockcastle County, Kentucky"	"Census Tract 9502.01, Rockcastle County, Kentucky"	93917365	280823	2367	307	1345	344	202	110	44	15
"21203950202"	"SL140"	"Census Tract 9502.02, Rockcastle County, Kentucky"	"Census Tract 9502.02, Rockcastle County, Kentucky"	53153090	1515662	2434	488	952	654	189	99	30	22
"21203950300"	"SL140"	"Census Tract 9503, Rockcastle County, Kentucky"	"Census Tract 9503, Rockcastle County, Kentucky"	274566536	853957	2635	271	1053	718	171	349	36	37
"21203950400"	"SL140"	"Census Tract 9504, Rockcastle County, Kentucky"	"Census Tract 9504, Rockcastle County, Kentucky"	224682218	1163164	1782	344	921	417	58	38	0	4
"21205950100"	"SL140"	"Census Tract 9501, Rowan County, Kentucky"	"Census Tract 9501, Rowan County, Kentucky"	241981186	1107984	4282	429	1049	1480	462	587	45	230
"21205950201"	"SL140"	"Census Tract 9502.01, Rowan County, Kentucky"	"Census Tract 9502.01, Rowan County, Kentucky"	55908389	584141	2373	160	515	931	432	200	80	55
"21205950202"	"SL140"	"Census Tract 9502.02, Rowan County, Kentucky"	"Census Tract 9502.02, Rowan County, Kentucky"	57027547	330891	1670	251	518	306	230	210	48	107
"21205950301"	"SL140"	"Census Tract 9503.01, Rowan County, Kentucky"	"Census Tract 9503.01, Rowan County, Kentucky"	20854802	206801	1400	230	580	287	166	59	0	78
"21205950302"	"SL140"	"Census Tract 9503.02, Rowan County, Kentucky"	"Census Tract 9503.02, Rowan County, Kentucky"	147694130	13889024	2389	461	811	666	187	175	53	36
"21205950400"	"SL140"	"Census Tract 9504, Rowan County, Kentucky"	"Census Tract 9504, Rowan County, Kentucky"	201422603	418561	2295	297	1102	600	169	117	0	10
"21207960101"	"SL140"	"Census Tract 9601.01, Russell County, Kentucky"	"Census Tract 9601.01, Russell County, Kentucky"	96614821	199365	2593	602	837	728	263	144	19	0
"21207960102"	"SL140"	"Census Tract 9601.02, Russell County, Kentucky"	"Census Tract 9601.02, Russell County, Kentucky"	78372870	763712	3715	599	1391	1027	276	141	147	134
"21207960200"	"SL140"	"Census Tract 9602, Russell County, Kentucky"	"Census Tract 9602, Russell County, Kentucky"	163083393	1957830	1171	269	508	287	52	27	23	5
"21207960300"	"SL140"	"Census Tract 9603, Russell County, Kentucky"	"Census Tract 9603, Russell County, Kentucky"	131709596	51255540	2881	456	1020	930	295	151	29	0
"21207960400"	"SL140"	"Census Tract 9604, Russell County, Kentucky"	"Census Tract 9604, Russell County, Kentucky"	186160783	22526585	2207	366	906	705	94	130	6	0
"21209040101"	"SL140"	"Census Tract 401.01, Scott County, Kentucky"	"Census Tract 401.01, Scott County, Kentucky"	2938115	109282	1139	130	478	244	254	16	9	8
"21209040102"	"SL140"	"Census Tract 401.02, Scott County, Kentucky"	"Census Tract 401.02, Scott County, Kentucky"	2102763	64845	1341	106	535	396	186	67	44	7
"21209040203"	"SL140"	"Census Tract 402.03, Scott County, Kentucky"	"Census Tract 402.03, Scott County, Kentucky"	12019623	165826	3149	177	820	1023	760	322	41	6
"21209040205"	"SL140"	"Census Tract 402.05, Scott County, Kentucky"	"Census Tract 402.05, Scott County, Kentucky"	8248860	23164	3154	257	1219	1023	460	158	37	0
"21209040207"	"SL140"	"Census Tract 402.07, Scott County, Kentucky"	"Census Tract 402.07, Scott County, Kentucky"	746837	0	989	139	178	375	144	153	0	0
"21209040208"	"SL140"	"Census Tract 402.08, Scott County, Kentucky"	"Census Tract 402.08, Scott County, Kentucky"	1549686	0	2004	126	691	570	432	121	64	0
"21209040209"	"SL140"	"Census Tract 402.09, Scott County, Kentucky"	"Census Tract 402.09, Scott County, Kentucky"	3011471	2181	808	92	280	204	97	86	22	27
"21209040210"	"SL140"	"Census Tract 402.10, Scott County, Kentucky"	"Census Tract 402.10, Scott County, Kentucky"	1742467	3788	1184	223	600	190	129	42	0	0
"21209040301"	"SL140"	"Census Tract 403.01, Scott County, Kentucky"	"Census Tract 403.01, Scott County, Kentucky"	42626048	739724	2298	102	720	657	552	224	30	13
"21209040302"	"SL140"	"Census Tract 403.02, Scott County, Kentucky"	"Census Tract 403.02, Scott County, Kentucky"	42064245	402963	1823	9	374	564	543	217	73	43
"21209040303"	"SL140"	"Census Tract 403.03, Scott County, Kentucky"	"Census Tract 403.03, Scott County, Kentucky"	18008482	129422	2779	85	544	806	849	378	79	38
"21209040400"	"SL140"	"Census Tract 404, Scott County, Kentucky"	"Census Tract 404, Scott County, Kentucky"	184563882	1448838	2642	112	835	853	587	209	2	44
"21209040501"	"SL140"	"Census Tract 405.01, Scott County, Kentucky"	"Census Tract 405.01, Scott County, Kentucky"	107723727	857392	2134	141	1035	552	304	67	25	10
