bgp1990gj,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G21018509275299999030602049999999999921,G2101850030602,21185030602,1,1,1,1,1,1,1,1
G21018509275299999030602049999999999922,G2101850030602,21185030602,1,1,1,1,1,1,1,1
G210185092752999990307049999999999921,G2101850030701,21185030701,0.5402078962,0.729368932,0.7132867133,0.719665272,0.7,0.6981132075,0.7300215983,0.5402298851
G210185092752999990307049999999999921,G2101850030702,21185030702,0.4597921038,0.270631068,0.2867132867,0.280334728,0.3,0.3018867925,0.2699784017,0.4597701149
G210185092752999990307049999999999922,G2101850030100,21185030100,0,0,0,0,0,0,0,0
G210185092752999990307049999999999922,G2101850030602,21185030602,0.0002233293,0,0,0,0,0,0,0
G210185092752999990307049999999999922,G2101850030702,21185030702,0.825653583,0.939524838,0.9392430279,0.9341463415,0.9282700422,0.9224652087,0.9564102564,0.7976190476
G210185092752999990307049999999999922,G2101850030802,21185030802,0.1741230876,0.060475162,0.0607569721,0.0658536585,0.0717299578,0.0775347913,0.0435897436,0.2023809524
G21018509275299999030801049999999999921,G2101850030801,21185030801,1,1,1,1,1,1,1,1
G21018509275299999030801049999999999922,G2101850030801,21185030801,1,1,1,1,1,1,1,1
G21018509275299999030802049999999999921,G2101850030802,21185030802,1,1,1,1,1,1,1,1
G210187092360530769703049999999999922,G2101870970300,21187970300,1,1,1,1,1,1,1,1
G210187092360999999703049999999999921,G2101870970300,21187970300,1,1,1,1,1,1,1,1
G210187092360999999703049999999999922,G2100730070800,21073070800,0.0001852362,0.0000139378,0.0000192377,0.0000118889,0.0000094657,0.0000140864,0.0000112584,0
G210187092360999999703049999999999922,G2101870970300,21187970300,0.9998147638,0.9999860622,0.9999807623,0.9999881111,0.9999905343,0.9999859136,0.9999887416,1
G210187092528723729701049999999999922,G2101870970100,21187970100,1,1,1,1,1,1,1,1
G210187092528999999701049999999999921,G2101870970100,21187970100,1,1,1,1,1,1,1,1
G210187092528999999701049999999999922,G2101870970100,21187970100,1,1,1,1,1,1,1,1
G210187092528999999701049999999999923,G2101870970100,21187970100,1,1,1,1,1,1,1,1
G210187092632324289702049999999999922,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632586929702049999999999921,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632586929702049999999999923,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632586929702049999999999924,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632586929702049999999999925,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632999999702049999999999921,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632999999702049999999999922,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632999999702049999999999923,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632999999702049999999999924,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632999999702049999999999925,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210187092632999999702049999999999926,G2101870970200,21187970200,1,1,1,1,1,1,1,1
G210189090296086149901059999999999922,G2101890930100,21189930100,1,1,1,1,1,1,1,1
G210189090296999999901059999999999921,G2101890930100,21189930100,1,1,1,1,1,1,1,1
G210189090296999999901059999999999922,G2101890930100,21189930100,0.75579161,0.7983386318,0.7929089101,0.8154778036,0.7941841866,0.7959367359,0.7800194169,0.8594219288
G210189090296999999901059999999999922,G2101890930200,21189930200,0.24420839,0.2016613682,0.2070910899,0.1845221964,0.2058158134,0.2040632641,0.2199805831,0.1405780712
G210189090296999999901059999999999923,G2101890930100,21189930100,0.9954767941,0.9952813483,0.9980949694,0.9956339681,0.9967725336,0.9969977057,0.9947140244,0.9997552715
G210189090296999999901059999999999923,G2101890930200,21189930200,0.0045232059,0.0047186517,0.0019050306,0.0043660319,0.0032274664,0.0030022943,0.0052859756,0.0002447285
G210189090872999999903059999999999921,G2101890930200,21189930200,1,1,1,1,1,1,1,1
G210189093376999999902059999999999921,G2101890930200,21189930200,1,1,1,1,1,1,1,1
G210189093376999999902059999999999922,G2101890930200,21189930200,1,1,1,1,1,1,1,1
G210191090472115309901049999999999921,G2101910930100,21191930100,1,1,1,1,1,1,1,1
G210191090472115309901049999999999923,G2101910930100,21191930100,1,1,1,1,1,1,1,1
G210191090472999999901049999999999921,G2101910930100,21191930100,1,1,1,1,1,1,1,1
G210191090472999999901049999999999922,G2101910930100,21191930100,1,1,1,1,1,1,1,1
G210191090472999999901049999999999923,G2101910930100,21191930100,1,1,1,1,1,1,1,1
G210191090472999999901049999999999924,G2101910930100,21191930100,1,1,1,1,1,1,1,1
G210191091200264349903049999999999921,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200264349903049999999999922,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200264349903049999999999923,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200264349903049999999999924,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200999999903049999999999921,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200999999903049999999999923,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200999999903049999999999924,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191091200999999903049999999999925,G2101910930300,21191930300,1,1,1,1,1,1,1,1
G210191092728999999902049999999999921,G2101910930200,21191930200,1,1,1,1,1,1,1,1
G210191092728999999902049999999999922,G2101910930200,21191930200,1,1,1,1,1,1,1,1
G210193090408999999701079999999999921,G2101930971000,21193971000,1,1,1,1,1,1,1,1
G210193090992999999709079999999999921,G2101930970900,21193970900,1,1,1,1,1,1,1,1
G210193090992999999709079999999999922,G2101930970900,21193970900,1,1,1,1,1,1,1,1
G210193091032795909707079999999999921,G2101930970700,21193970700,1,1,1,1,1,1,1,1
G210193091032795909707079999999999922,G2101930970700,21193970700,1,1,1,1,1,1,1,1
G210193091032999999707079999999999921,G2101930970700,21193970700,1,1,1,1,1,1,1,1
G210193091032999999707079999999999922,G2101930970700,21193970700,1,1,1,1,1,1,1,1
G210193091048999999703079999999999921,G2101930970300,21193970300,0.9888359517,0.9941126999,0.994212963,0.9969879519,0.9885057473,0.9895178198,0.9860335197,1
G210193091048999999703079999999999921,G2101930970400,21193970400,0.0111640483,0.0058873001,0.005787037,0.0030120481,0.0114942527,0.0104821802,0.0139664803,0
G210193091048999999703079999999999922,G2101930970300,21193970300,0.9848932972,0.9783844407,0.9796831336,0.9772875883,0.9812089183,0.9812911209,0.9779843988,0.9996155503
G210193091048999999703079999999999922,G2101930971000,21193971000,0.0151067028,0.0216155593,0.0203168664,0.0227124117,0.0187910817,0.0187088791,0.0220156012,0.0003844497
G210193091648353629704079999999999914,G2101930970400,21193970400,1,1,1,1,1,1,1,1
G210193091648353629705079999999999911,G2101930970400,21193970400,0.011154594,0.003355273,0.0032881675,0.0035230366,0.0037579057,0.0039144852,0.0031315881,0.0046973822
G210193091648353629705079999999999911,G2101930970500,21193970500,0.988845406,0.996644727,0.9967118325,0.9964769634,0.9962420943,0.9960855148,0.9968684119,0.9953026178
G210193091648353629705079999999999913,G2101930970400,21193970400,0.0036330364,0.0000041871,0.0000033969,0.0000035045,0.0000027192,0.0000033739,0.0000135693,0.0000013503
G210193091648353629705079999999999913,G2101930970500,21193970500,0.9963669636,0.9999958129,0.9999966031,0.9999964955,0.9999972808,0.9999966261,0.9999864307,0.9999986497
G210193091648353629705079999999999914,G2101930970500,21193970500,1,1,1,1,1,1,1,1
G210193091648353629706079999999999911,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648353629706079999999999912,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648353629706079999999999913,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648353629706079999999999914,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648353629706079999999999915,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648353629706079999999999916,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648999999704079999999999921,G2101930970400,21193970400,1,1,1,1,1,1,1,1
G210193091648999999704079999999999922,G2101930970300,21193970300,0.0047772669,0.0000379654,0.0000370932,0.0000379674,0.0000348537,0.0000341609,0.0000342352,0.0000382822
G210193091648999999704079999999999922,G2101930970400,21193970400,0.9952227331,0.9999620346,0.9999629068,0.9999620326,0.9999651463,0.9999658391,0.9999657648,0.9999617178
G210193091648999999704079999999999923,G2101930970400,21193970400,1,1,1,1,1,1,1,1
G210193091648999999704079999999999924,G2101930970400,21193970400,1,1,1,1,1,1,1,1
G210193091648999999705079999999999921,G2101930970400,21193970400,0.000396542,0.000100663,0.0000993577,0.0000841271,0.0001024309,0.0000968137,0.0000752798,0.0002015542
G210193091648999999705079999999999921,G2101930970500,21193970500,0.999603458,0.999899337,0.9999006423,0.9999158729,0.9998975691,0.9999031863,0.9999247202,0.9997984458
G210193091648999999705079999999999922,G2101930970500,21193970500,0.9935629229,0.9867739666,0.9871868853,0.9854211955,0.9873500059,0.9880886959,0.9907302223,0.9754516441
G210193091648999999705079999999999922,G2101930971000,21193971000,0.0064370771,0.0132260334,0.0128131147,0.0145788045,0.0126499941,0.0119113041,0.0092697777,0.0245483559
G210193091648999999705079999999999923,G2101930970500,21193970500,1,1,1,1,1,1,1,1
G210193091648999999705079999999999924,G2101930970500,21193970500,0.7278950351,0.8564593301,0.8823529412,0.8947368421,0.8695652174,0.8472222222,0.8644067797,0.9
G210193091648999999705079999999999924,G2101930970800,21193970800,0.2721049649,0.1435406699,0.1176470588,0.1052631579,0.1304347826,0.1527777778,0.1355932203,0.1
G210193091648999999705079999999999925,G2101930970500,21193970500,1,1,1,1,1,1,1,1
G210193091648999999706079999999999921,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648999999706079999999999925,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648999999706079999999999926,G2101930970600,21193970600,1,1,1,1,1,1,1,1
G210193091648999999706079999999999927,G2101930970600,21193970600,0.9886131533,0.9725058177,0.9776746329,0.9777004142,0.9768174826,0.9748406875,0.9827893125,0.9484512907
G210193091648999999706079999999999927,G2101930970800,21193970800,0.0113868467,0.0274941823,0.0223253671,0.0222995858,0.0231825174,0.0251593125,0.0172106875,0.0515487093
G210193091944999999702079999999999921,G2101930971000,21193971000,1,1,1,1,1,1,1,1
G210193091944999999702079999999999922,G2101930971000,21193971000,1,1,1,1,1,1,1,1
G210193091944999999702079999999999923,G2101930970300,21193970300,0.0000092962,0.0000000075,0.0000000078,0.000000008,0.0000000078,0.0000000087,0.0000000093,0.0000000024
G210193091944999999702079999999999923,G2101930970400,21193970400,0.0041717121,0.0264026403,0.0275119617,0.0263157895,0.0269607843,0.0259179266,0.0222222222,0.0430107527
G210193091944999999702079999999999923,G2101930971000,21193971000,0.9958189918,0.9735973523,0.9724880304,0.9736842026,0.9730392079,0.9740820647,0.9777777684,0.9569892449
G210193093576353629708079999999999912,G2101930970500,21193970500,0.7368660796,0.7368660796,0.7368660796,0.7368660796,0.7368660796,0.7368660796,0.7368660796,0.7368660796
G210193093576353629708079999999999912,G2101930970800,21193970800,0.2631339204,0.2631339204,0.2631339204,0.2631339204,0.2631339204,0.2631339204,0.2631339204,0.2631339204
G210193093576999999708079999999999921,G2101930970800,21193970800,1,1,1,1,1,1,1,1
G210193093576999999708079999999999922,G2101930970500,21193970500,0.0001005267,0,0,0,0,0,0,0
G210193093576999999708079999999999922,G2101930970800,21193970800,0.9998994733,1,1,1,1,1,1,1
G210193093576999999708079999999999923,G2101930970800,21193970800,1,1,1,1,1,1,1,1
G210195090088999999909079999999999921,G2101950930900,21195930900,1,1,1,1,1,1,1,1
G210195090088999999909079999999999922,G2101950930800,21195930800,0.0031786882,0,0,0,0,0,0,0
G210195090088999999909079999999999922,G2101950930900,21195930900,0.8926456914,0.9999999933,0.9999999933,0.9999999933,0.9999999937,0.9999999934,0.9999999935,0.9999999954
G210195090088999999909079999999999922,G2101950931000,21195931000,0.1041756204,0.0000000067,0.0000000067,0.0000000067,0.0000000063,0.0000000066,0.0000000065,0.0000000046
G210195091072999999908079999999999921,G2101950930600,21195930600,0.0017942422,0.0161854865,0.0161281893,0.0178199118,0.0148587395,0.0132879769,0.0108152258,0.0339112277
G210195091072999999908079999999999921,G2101950930800,21195930800,0.9982057578,0.9838145135,0.9838718107,0.9821800882,0.9851412605,0.9867120231,0.9891847742,0.9660887723
G210195091072999999908079999999999922,G2101950930600,21195930600,0.0003512143,0,0,0,0,0,0,0
G210195091072999999908079999999999922,G2101950930800,21195930800,0.9996487857,1,1,1,1,1,1,1
G210195091072999999908079999999999923,G2101950930800,21195930800,1,1,1,1,1,1,1,1
G210195091072999999908079999999999924,G2101950930600,21195930600,0.0001025962,0.0000362096,0.000026057,0.0000290318,0.0000297231,0.0000308784,0.0000338924,0
G210195091072999999908079999999999924,G2101950930800,21195930800,0.9998974038,0.9999637904,0.999973943,0.9999709682,0.9999702769,0.9999691216,0.9999661076,1
G210195091136137989919079999999999922,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136137989919079999999999923,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136243829919079999999999922,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136243829919079999999999923,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136243829919079999999999924,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136243829919079999999999925,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136999999919079999999999921,G2101950931100,21195931100,0.0000062426,0.0000001517,0.0000001543,0.0000001498,0.0000001443,0.000000145,0.0000001443,0.0000001448
G210195091136999999919079999999999921,G2101950931800,21195931800,0.0317989235,0,0,0,0,0,0,0
G210195091136999999919079999999999921,G2101950931900,21195931900,0.9681948339,0.9999998483,0.9999998457,0.9999998502,0.9999998557,0.999999855,0.9999998557,0.9999998552
G210195091136999999919079999999999922,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136999999919079999999999923,G2101950931900,21195931900,1,1,1,1,1,1,1,1
G210195091136999999919079999999999925,G2101950930900,21195930900,0.0117435722,0,0,0,0,0,0,0
G210195091136999999919079999999999925,G2101950931900,21195931900,0.9882564278,1,1,1,1,1,1,1
G210195091232999999918079999999999921,G2101950931800,21195931800,1,1,1,1,1,1,1,1
G210195091232999999918079999999999922,G2101950931800,21195931800,1,1,1,1,1,1,1,1
G210195091232999999918079999999999923,G2101950931800,21195931800,1,1,1,1,1,1,1,1
G210195091232999999918079999999999924,G2101950931700,21195931700,0.0150675885,0,0,0,0,0,0,0
G210195091232999999918079999999999924,G2101950931800,21195931800,0.9849324115,1,1,1,1,1,1,1
G210195091232999999918079999999999925,G2101950931800,21195931800,1,1,1,1,1,1,1,1
G210195091696999999910079999999999921,G2101950931000,21195931000,1,1,1,1,1,1,1,1
G210195091696999999910079999999999922,G2101950931000,21195931000,1,1,1,1,1,1,1,1
G210195091696999999910079999999999923,G2101950931000,21195931000,1,1,1,1,1,1,1,1
G210195092080999999907079999999999921,G2101950930700,21195930700,1,1,1,1,1,1,1,1
G210195092080999999907079999999999922,G2101950930700,21195930700,1,1,1,1,1,1,1,1
G210195092112999999916079999999999921,G2101950931600,21195931600,1,1,1,1,1,1,1,1
G210195092112999999916079999999999922,G2101950931600,21195931600,0.9775950744,0.9679667767,0.9693418987,0.9710379487,0.9747156668,0.977730028,0.9695277418,0.9999518441
G210195092112999999916079999999999922,G2101950931700,21195931700,0.0224049256,0.0320332233,0.0306581013,0.0289620513,0.0252843332,0.022269972,0.0304722582,0.0000481559
G210195092264999999901079999999999921,G2101950930100,21195930100,1,1,1,1,1,1,1,1
G210195092264999999901079999999999922,G2101950930100,21195930100,1,1,1,1,1,1,1,1
G210195092264999999901079999999999923,G2101950930100,21195930100,0.5979469348,0.8545235923,0.8502122577,0.8501109119,0.8577291238,0.8615940351,0.8508562264,0.8854776438
G210195092264999999901079999999999923,G2101950930200,21195930200,0.4020530652,0.1454764077,0.1497877423,0.1498890881,0.1422708762,0.1384059649,0.1491437736,0.1145223562
G210195092320999999911079999999999921,G2101950931100,21195931100,0.9148293198,0.9256905005,0.9229822863,0.9238370196,0.9313415174,0.9337959472,0.9290039415,0.9400582723
G210195092320999999911079999999999921,G2101950931200,21195931200,0.0821146635,0.0687331536,0.0716332378,0.0703883495,0.0632411067,0.0604982206,0.0651629073,0.0560747664
G210195092320999999911079999999999921,G2101950931800,21195931800,0.0030560167,0.0055763458,0.0053844758,0.0057746309,0.0054173759,0.0057058321,0.0058331512,0.0038669613
G210195092320999999911079999999999922,G2101950931100,21195931100,0.9978457459,0.9999999293,0.9999999325,0.9999999371,0.9999999336,0.9999999308,0.9999999286,0.9999999505
G210195092320999999911079999999999922,G2101950931900,21195931900,0.0021542541,0.0000000707,0.0000000675,0.0000000629,0.0000000664,0.0000000692,0.0000000714,0.0000000495
G210195092320999999911079999999999923,G2101950931100,21195931100,1,1,1,1,1,1,1,1
G210195092320999999911079999999999924,G2101950931100,21195931100,1,1,1,1,1,1,1,1
G210195092320999999911079999999999925,G2101950931100,21195931100,1,1,1,1,1,1,1,1
G210195092760606009917079999999999921,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760606009917079999999999922,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760606009917079999999999923,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760606009917079999999999924,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760999999917079999999999921,G2101950931600,21195931600,0.0001505354,0.03465765,0.0235439901,0.0274390244,0.0221674877,0.020501139,0.0224358974,0.0212765957
G210195092760999999917079999999999921,G2101950931700,21195931700,0.9998494646,0.96534235,0.9764560099,0.9725609756,0.9778325123,0.979498861,0.9775641026,0.9787234043
G210195092760999999917079999999999922,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760999999917079999999999923,G2101950931700,21195931700,0.999696983,1,1,1,1,1,1,1
G210195092760999999917079999999999923,G2101950931800,21195931800,0.000303017,0,0,0,0,0,0,0
G210195092760999999917079999999999924,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760999999917079999999999925,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092760999999917079999999999926,G2101950931700,21195931700,1,1,1,1,1,1,1,1
G210195092768160849902079999999999922,G2101950930200,21195930200,1,1,1,1,1,1,1,1
G210195092768608529902079999999999913,G2101950930200,21195930200,1,1,1,1,1,1,1,1
G210195092768608529902079999999999914,G2101950930200,21195930200,1,1,1,1,1,1,1,1
G210195092768608529903079999999999911,G2101950930300,21195930300,1,1,1,1,1,1,1,1
G210195092768608529903079999999999912,G2101950930300,21195930300,1,1,1,1,1,1,1,1
G210195092768608529903079999999999913,G2101950930300,21195930300,1,1,1,1,1,1,1,1
G210195092768608529903079999999999914,G2101950930300,21195930300,1,1,1,1,1,1,1,1
G210195092768608529904079999999999911,G2101950930400,21195930400,1,1,1,1,1,1,1,1
G210195092768608529904079999999999912,G2101950930400,21195930400,1,1,1,1,1,1,1,1
G210195092768608529905079999999999911,G2101950930500,21195930500,1,1,1,1,1,1,1,1
G210195092768608529905079999999999912,G2101950930500,21195930500,1,1,1,1,1,1,1,1
G210195092768999999902079999999999921,G2101950930200,21195930200,1,1,1,1,1,1,1,1
G210195092768999999902079999999999922,G2101950930100,21195930100,0.0054388181,0.0010107395,0.0011179429,0.001091109,0.0010400463,0.0010021726,0.0006720048,0.0024472637
G210195092768999999902079999999999922,G2101950930200,21195930200,0.9943601396,0.9989892605,0.9988820571,0.998908891,0.9989599537,0.9989978274,0.9993279952,0.9975527363
G210195092768999999902079999999999922,G2101950930400,21195930400,0.0002007086,0,0,0,0,0,0,0
G210195092768999999902079999999999922,G2101950931200,21195931200,0.0000003337,0,0,0,0,0,0,0
G210195092768999999902079999999999923,G2101950930200,21195930200,0.9999459063,0.9999786696,0.9999796842,0.9999792156,0.9999792774,0.9999795769,0.9999789795,0.9999804382
G210195092768999999902079999999999923,G2101950930500,21195930500,0.0000540937,0.0000213304,0.0000203158,0.0000207844,0.0000207226,0.0000204231,0.0000210205,0.0000195618
G210195092768999999902079999999999924,G2101950930200,21195930200,1,1,1,1,1,1,1,1
G210195092768999999904079999999999921,G2101950930400,21195930400,1,1,1,1,1,1,1,1
G210195092768999999904079999999999922,G2101950930100,21195930100,0.0010190098,0.0004424946,0.0003990116,0.0003651821,0.0003073733,0.0003348192,0.0003304678,0.0001809311
G210195092768999999904079999999999922,G2101950930400,21195930400,0.9886310613,0.9970360786,0.9970968326,0.9972215207,0.9972777091,0.9972479676,0.9973281536,0.9970015252
G210195092768999999904079999999999922,G2101950931100,21195931100,0.0101818553,0.0022582924,0.0022668791,0.0021961376,0.0022321346,0.0022181093,0.0021448622,0.0027099509
G210195092768999999904079999999999922,G2101950931200,21195931200,0.0001680736,0.0002631344,0.0002372767,0.0002171596,0.000182783,0.000199104,0.0001965164,0.0001075927
G210195092768999999904079999999999923,G2101950930400,21195930400,1,1,1,1,1,1,1,1
G210195092768999999905079999999999921,G2100710920400,21071920400,0.0000084416,0.0000720964,0.0000718483,0.0000727558,0.0000722141,0.0000695041,0.0000697651,0.0000814572
G210195092768999999905079999999999921,G2101950930200,21195930200,0.000474347,0.0002137775,0.0002054639,0.0002054426,0.0002139922,0.0002155939,0.0002101536,0.0002284799
G210195092768999999905079999999999921,G2101950930500,21195930500,0.9995172114,0.9997141261,0.9997226878,0.9997218016,0.9997137937,0.999714902,0.9997200813,0.9996900629
G210195092768999999905079999999999922,G2101950930500,21195930500,0.9992661455,0.9973544974,0.9981549815,0.9955357143,0.9963235294,0.990228013,1,0.9722222222
G210195092768999999905079999999999922,G2101950930600,21195930600,0.0007338545,0.0026455026,0.0018450185,0.0044642857,0.0036764706,0.009771987,0,0.0277777778
G210195092872999999912079999999999921,G2101950931200,21195931200,0.9990652824,0.9997365521,0.9997317459,0.9997065661,0.9996935554,0.9997163045,0.9996050683,1
G210195092872999999912079999999999921,G2101950931700,21195931700,0.0009347176,0.0002634479,0.0002682541,0.0002934339,0.0003064446,0.0002836955,0.0003949317,0
G210195092872999999912079999999999922,G2101950931200,21195931200,1,1,1,1,1,1,1,1
G210195092872999999912079999999999923,G2101950931200,21195931200,1,1,1,1,1,1,1,1
G210195092872999999912079999999999924,G2101950930100,21195930100,0.0000271864,0.0000748387,0.0000779349,0.0000754632,0.0000779755,0.0000785717,0.0000809343,0.0000686534
G210195092872999999912079999999999924,G2101950931100,21195931100,0.1570884354,0.0522648084,0.0546875,0.0553359684,0.0495049505,0.0492307692,0.047826087,0.0547945205
G210195092872999999912079999999999924,G2101950931200,21195931200,0.8428843782,0.9476603529,0.9452345651,0.9445885684,0.950417074,0.9506906591,0.9520929788,0.945136826
G210195092928999999906079999999999921,G2101950930600,21195930600,1,1,1,1,1,1,1,1
G210195092928999999906079999999999922,G2101950930600,21195930600,0.9995948377,0.9929223152,0.9935227341,0.9928640281,0.9931618694,0.9936828391,0.9938263532,0.9905891242
G210195092928999999906079999999999922,G2101950930800,21195930800,0.0004051623,0.0070776848,0.0064772659,0.0071359719,0.0068381306,0.0063171609,0.0061736468,0.0094108758
G210195092928999999906079999999999923,G2101950930600,21195930600,1,1,1,1,1,1,1,1
G210195093208999999913079999999999921,G2101950930100,21195930100,0.0083534307,0.0000197685,0.0000203559,0.0000202004,0.0000213522,0.0000227585,0.000021815,0.0000185911
G210195093208999999913079999999999921,G2101950931300,21195931300,0.9916465693,0.9999802315,0.9999796441,0.9999797996,0.9999786478,0.9999772415,0.999978185,0.9999814089
G210195093208999999913079999999999922,G2101950931300,21195931300,0.990878638,0.9905302817,0.9902274089,0.9884537026,0.9903740727,0.9887481702,0.9883601785,0.9984038303
G210195093208999999913079999999999922,G2101950931400,21195931400,0.009121362,0.0094697183,0.0097725911,0.0115462974,0.0096259273,0.0112518298,0.0116398215,0.0015961697
G210195093208999999913079999999999923,G2101950931300,21195931300,0.999978962,0.9999988215,0.9999988082,0.9999987626,0.9999988561,0.9999988205,0.9999988315,0.9999989941
G210195093208999999913079999999999923,G2101950931500,21195931500,0.000021038,0.0000011785,0.0000011918,0.0000012374,0.0000011439,0.0000011795,0.0000011685,0.0000010059
G210195093304999999914079999999999921,G2101950931400,21195931400,1,1,1,1,1,1,1,1
G210195093304999999914079999999999922,G2101950931400,21195931400,1,1,1,1,1,1,1,1
G210195093304999999914079999999999923,G2101950931300,21195931300,0.0023846336,0,0,0,0,0,0,0
G210195093304999999914079999999999923,G2101950931400,21195931400,0.9748710599,0.97127369,0.971236466,0.9712100407,0.9711531413,0.9710206887,0.9697192937,0.9765698991
G210195093304999999914079999999999923,G2101950931500,21195931500,0.0227443064,0.02872631,0.028763534,0.0287899593,0.0288468587,0.0289793113,0.0302807063,0.0234301009
G210195093304999999915079999999999921,G2101950931400,21195931400,0.003899128,0.003516559,0.0033511034,0.0029439879,0.0037442661,0.0037614944,0.0025507933,0.0093957108
G210195093304999999915079999999999921,G2101950931500,21195931500,0.996100872,0.996483441,0.9966488966,0.9970560121,0.9962557339,0.9962385056,0.9974492067,0.9906042892
G210195093304999999915079999999999922,G2101950931400,21195931400,0.0008408638,0.0003435618,0.0003536666,0.0003670687,0.0003932879,0.0004123322,0.0002410474,0.0010674957
G210195093304999999915079999999999922,G2101950931500,21195931500,0.9991591362,0.9996564382,0.9996463334,0.9996329313,0.9996067121,0.9995876678,0.9997589526,0.9989325043
G210195093304999999915079999999999923,G2101950931500,21195931500,1,1,1,1,1,1,1,1
G210195093304999999915079999999999924,G2101950931500,21195931500,1,1,1,1,1,1,1,1
G210195093304999999915079999999999925,G2101950931300,21195931300,0.0776545578,0.0626601021,0.0630203796,0.0708058721,0.0623050349,0.0625748912,0.0717591362,0.0303974428
G210195093304999999915079999999999925,G2101950931500,21195931500,0.9223454422,0.9373398979,0.9369796204,0.9291941279,0.9376949651,0.9374251088,0.9282408638,0.9696025572
G210195093304999999915079999999999926,G2101950931200,21195931200,0.0188493167,0.0000900749,0.0001009015,0.0000965652,0.0001114214,0.0001307344,0.0000927701,0.0001863539
G210195093304999999915079999999999926,G2101950931500,21195931500,0.9811506833,0.9999099251,0.9998990985,0.9999034348,0.9998885786,0.9998692656,0.9999072299,0.9998136461
G210197090728152389702079999999999921,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728152389702079999999999922,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728152389702079999999999923,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728152389702079999999999924,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728999999702079999999999921,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728999999702079999999999922,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728999999702079999999999923,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728999999702079999999999924,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197090728999999702079999999999925,G2101970970200,21197970200,1,1,1,1,1,1,1,1
G210197093352731649701079999999999911,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352731649701079999999999912,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352731649701079999999999913,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352731649701079999999999914,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352731649701079999999999915,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352999999701079999999999921,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352999999701079999999999922,G2101970970100,21197970100,1,1,1,1,1,1,1,1
G210197093352999999701079999999999923,G2101970970100,21197970100,1,1,1,1,1,1,1,1
